UBIGEO,DEPARTAMENTO,PROVINCIA,DISTRITO,SEXO,EDAD,FACULTAD,ESCUELA_ACADEMICA,NIVEL_ACAD,ANIO_MAT1,SEM_MATRICULA1,N_RAC_DESAYUNO,N_RAC_ALMUERZO,N_RAC_CENA
100311,HUANUCO,DOS DE MAYO,MARIAS,MASCULINO,19,CIENCIAS AGRARIAS,INGENIERÍA AGROINDUSTRIAL,PREGRADO,2021,1,34,34,30
100311,HUANUCO,DOS DE MAYO,MARIAS,MASCULINO,21,ENFERMERÍA,ENFERMERÍA,PREGRADO,2020,1,35,35,30
100311,HUANUCO,DOS DE MAYO,MARIAS,FEMENINO,22,CIENCIAS CONTABLES Y FINANCIERAS,CIENCIAS CONTABLES Y FINANCIERAS,PREGRADO,2021,1,31,36,30
100311,HUANUCO,DOS DE MAYO,MARIAS,MASCULINO,21,ECONOMÍA,ECONOMÍA,PREGRADO,2021,1,31,37,30
100313,HUANUCO,DOS DE MAYO,PACHAS,MASCULINO,18,CIENCIAS AGRARIAS,INGENIERÍA AGRONÓMICA,PREGRADO,2022,1,35,37,30
100313,HUANUCO,DOS DE MAYO,PACHAS,FEMENINO,18,CIENCIAS AGRARIAS,INGENIERÍA AGROINDUSTRIAL,PREGRADO,2023,1,28,37,31
100313,HUANUCO,DOS DE MAYO,PACHAS,FEMENINO,22,CIENCIAS CONTABLES Y FINANCIERAS,CIENCIAS CONTABLES Y FINANCIERAS,PREGRADO,2019,1,33,36,30
100313,HUANUCO,DOS DE MAYO,PACHAS,FEMENINO,24,CIENCIAS DE LA EDUCACIÓN,EDUCACIÓN INICIAL,PREGRADO,2021,1,20,37,28
100313,HUANUCO,DOS DE MAYO,PACHAS,MASCULINO,23,INGENIERÍA INDUSTRIAL Y DE SISTEMAS,INGENIERÍA DE SISTEMAS,PREGRADO,2018,2,37,36,31
100316,HUANUCO,DOS DE MAYO,QUIVILLA,MASCULINO,20,CIENCIAS DE LA EDUCACIÓN,"FILOSOFÍA, PSICOLOGÍA Y CIENCIAS SOCIALES",PREGRADO,2020,1,38,37,30
100317,HUANUCO,DOS DE MAYO,RIPAN,MASCULINO,20,CIENCIAS DE LA EDUCACIÓN,LENGUA Y LITERATURA,PREGRADO,2021,1,36,34,27
100322,HUANUCO,DOS DE MAYO,SILLAPATA,MASCULINO,23,CIENCIAS ADMINISTRATIVAS Y TURISMO,CIENCIAS ADMINISTRATIVAS,PREGRADO,2020,1,29,37,31
100322,HUANUCO,DOS DE MAYO,SILLAPATA,MASCULINO,29,CIENCIAS CONTABLES Y FINANCIERAS,CIENCIAS CONTABLES Y FINANCIERAS,PREGRADO,2019,1,34,37,31
100322,HUANUCO,DOS DE MAYO,SILLAPATA,FEMENINO,22,INGENIERÍA INDUSTRIAL Y DE SISTEMAS,INGENIERÍA INDUSTRIAL,PREGRADO,2019,1,33,37,31
100323,HUANUCO,DOS DE MAYO,YANAS,MASCULINO,22,MEDICINA,MEDICINA HUMANA,PREGRADO,2023,1,0,6,6
100501,HUANUCO,HUAMALIES,LLATA,FEMENINO,20,MEDICINA,ODONTOLOGÍA,PREGRADO,2021,1,37,35,30
100501,HUANUCO,HUAMALIES,LLATA,MASCULINO,26,INGENIERÍA INDUSTRIAL Y DE SISTEMAS,INGENIERÍA INDUSTRIAL,PREGRADO,2022,1,35,37,31
100501,HUANUCO,HUAMALIES,LLATA,MASCULINO,26,INGENIERÍA INDUSTRIAL Y DE SISTEMAS,INGENIERÍA DE SISTEMAS,PREGRADO,2020,1,24,37,26
100501,HUANUCO,HUAMALIES,LLATA,MASCULINO,22,INGENIERÍA INDUSTRIAL Y DE SISTEMAS,INGENIERÍA DE SISTEMAS,PREGRADO,2020,1,37,37,30
100501,HUANUCO,HUAMALIES,LLATA,FEMENINO,22,DERECHO Y CIENCIAS POLÍTICAS,DERECHO Y CIENCIAS POLÍTICAS,PREGRADO,2019,1,29,37,30
100501,HUANUCO,HUAMALIES,LLATA,MASCULINO,20,INGENIERÍA CIVIL Y ARQUITECTURA,INGENIERÍA CIVIL,PREGRADO,2021,1,34,36,31
100501,HUANUCO,HUAMALIES,LLATA,MASCULINO,20,ECONOMÍA,ECONOMÍA,PREGRADO,2021,1,32,37,31
100501,HUANUCO,HUAMALIES,LLATA,FEMENINO,19,CIENCIAS ADMINISTRATIVAS Y TURISMO,CIENCIAS ADMINISTRATIVAS,PREGRADO,2021,1,5,34,26
100501,HUANUCO,HUAMALIES,LLATA,FEMENINO,22,CIENCIAS CONTABLES Y FINANCIERAS,CIENCIAS CONTABLES Y FINANCIERAS,PREGRADO,2019,1,30,37,31
100501,HUANUCO,HUAMALIES,LLATA,MASCULINO,21,CIENCIAS CONTABLES Y FINANCIERAS,CIENCIAS CONTABLES Y FINANCIERAS,PREGRADO,2019,1,30,37,31
100502,HUANUCO,HUAMALIES,ARANCAY,MASCULINO,26,CIENCIAS CONTABLES Y FINANCIERAS,CIENCIAS CONTABLES Y FINANCIERAS,PREGRADO,2019,1,20,32,29
100502,HUANUCO,HUAMALIES,ARANCAY,FEMENINO,22,CIENCIAS DE LA EDUCACIÓN,EDUCACIÓN PRIMARIA,PREGRADO,2021,1,33,37,31
100502,HUANUCO,HUAMALIES,ARANCAY,FEMENINO,17,CIENCIAS DE LA EDUCACIÓN,EDUCACIÓN FÍSICA,PREGRADO,2023,1,25,29,10
100503,HUANUCO,HUAMALIES,CHAVIN DE PARIARCA,MASCULINO,18,CIENCIAS AGRARIAS,INGENIERÍA AGRONÓMICA,PREGRADO,2022,1,34,35,29
100503,HUANUCO,HUAMALIES,CHAVIN DE PARIARCA,FEMENINO,28,MEDICINA,ODONTOLOGÍA,PREGRADO,2012,1,2,0,0
100503,HUANUCO,HUAMALIES,CHAVIN DE PARIARCA,MASCULINO,21,CIENCIAS CONTABLES Y FINANCIERAS,CIENCIAS CONTABLES Y FINANCIERAS,PREGRADO,2021,1,33,37,28
100503,HUANUCO,HUAMALIES,CHAVIN DE PARIARCA,MASCULINO,22,INGENIERÍA CIVIL Y ARQUITECTURA,INGENIERÍA CIVIL,PREGRADO,2020,1,32,37,26
100503,HUANUCO,HUAMALIES,CHAVIN DE PARIARCA,MASCULINO,19,CIENCIAS DE LA EDUCACIÓN,LENGUA Y LITERATURA,PREGRADO,2021,1,37,37,30
100503,HUANUCO,HUAMALIES,CHAVIN DE PARIARCA,MASCULINO,18,CIENCIAS DE LA EDUCACIÓN,MATEMÁTICA Y FÍSICA,PREGRADO,2023,1,35,37,31
100504,HUANUCO,HUAMALIES,JACAS GRANDE,MASCULINO,22,CIENCIAS AGRARIAS,INGENIERÍA AGRONÓMICA,PREGRADO,2023,1,6,5,3
100504,HUANUCO,HUAMALIES,JACAS GRANDE,MASCULINO,17,CIENCIAS AGRARIAS,INGENIERÍA AGRONÓMICA,PREGRADO,2023,1,37,37,31
100504,HUANUCO,HUAMALIES,JACAS GRANDE,MASCULINO,22,CIENCIAS AGRARIAS,INGENIERÍA AGROINDUSTRIAL,PREGRADO,2023,1,38,37,31
100504,HUANUCO,HUAMALIES,JACAS GRANDE,MASCULINO,27,ENFERMERÍA,ENFERMERÍA,PREGRADO,2014,1,23,36,23
100504,HUANUCO,HUAMALIES,JACAS GRANDE,MASCULINO,20,INGENIERÍA INDUSTRIAL Y DE SISTEMAS,INGENIERÍA DE SISTEMAS,PREGRADO,2023,1,11,15,9
100504,HUANUCO,HUAMALIES,JACAS GRANDE,FEMENINO,24,DERECHO Y CIENCIAS POLÍTICAS,DERECHO Y CIENCIAS POLÍTICAS,PREGRADO,2020,1,37,37,28
100504,HUANUCO,HUAMALIES,JACAS GRANDE,MASCULINO,20,CIENCIAS DE LA EDUCACIÓN,"FILOSOFÍA, PSICOLOGÍA Y CIENCIAS SOCIALES",PREGRADO,2021,1,32,37,28
100504,HUANUCO,HUAMALIES,JACAS GRANDE,FEMENINO,21,CIENCIAS DE LA EDUCACIÓN,"FILOSOFÍA, PSICOLOGÍA Y CIENCIAS SOCIALES",PREGRADO,2023,1,34,37,30
100504,HUANUCO,HUAMALIES,JACAS GRANDE,FEMENINO,30,CIENCIAS DE LA EDUCACIÓN,"FILOSOFÍA, PSICOLOGÍA Y CIENCIAS SOCIALES",PREGRADO,2019,1,38,37,29
100504,HUANUCO,HUAMALIES,JACAS GRANDE,FEMENINO,17,CIENCIAS DE LA EDUCACIÓN,CIENCIAS HISTÓRICO SOCIALES Y GEOGRÁFICAS,PREGRADO,2023,1,37,37,30
100504,HUANUCO,HUAMALIES,JACAS GRANDE,FEMENINO,20,CIENCIAS DE LA EDUCACIÓN,LENGUA Y LITERATURA,PREGRADO,2022,1,27,37,27
100504,HUANUCO,HUAMALIES,JACAS GRANDE,MASCULINO,21,CIENCIAS DE LA EDUCACIÓN,MATEMÁTICA Y FÍSICA,PREGRADO,2021,1,30,35,31
100504,HUANUCO,HUAMALIES,JACAS GRANDE,FEMENINO,20,CIENCIAS DE LA EDUCACIÓN,EDUCACIÓN PRIMARIA,PREGRADO,2022,1,37,37,31
100504,HUANUCO,HUAMALIES,JACAS GRANDE,MASCULINO,22,CIENCIAS DE LA EDUCACIÓN,EDUCACIÓN PRIMARIA,PREGRADO,2023,1,23,30,24
100504,HUANUCO,HUAMALIES,JACAS GRANDE,MASCULINO,26,CIENCIAS DE LA EDUCACIÓN,EDUCACIÓN FÍSICA,PREGRADO,2022,1,35,37,30
100504,HUANUCO,HUAMALIES,JACAS GRANDE,MASCULINO,20,CIENCIAS DE LA EDUCACIÓN,"BIOLOGÍA, QUÍMICA Y CIENCIA DEL AMBIENTE",PREGRADO,2021,1,35,35,29
100504,HUANUCO,HUAMALIES,JACAS GRANDE,FEMENINO,22,CIENCIAS DE LA EDUCACIÓN,"FILOSOFÍA, PSICOLOGÍA Y CIENCIAS SOCIALES",PREGRADO,2020,1,36,35,30
100504,HUANUCO,HUAMALIES,JACAS GRANDE,MASCULINO,22,CIENCIAS CONTABLES Y FINANCIERAS,CIENCIAS CONTABLES Y FINANCIERAS,PREGRADO,2023,1,36,36,28
100504,HUANUCO,HUAMALIES,JACAS GRANDE,FEMENINO,21,CIENCIAS DE LA EDUCACIÓN,EDUCACIÓN INICIAL,PREGRADO,2022,1,1,10,3
100504,HUANUCO,HUAMALIES,JACAS GRANDE,FEMENINO,23,CIENCIAS DE LA EDUCACIÓN,EDUCACIÓN PRIMARIA,PREGRADO,2020,1,34,37,27
100506,HUANUCO,HUAMALIES,MIRAFLORES,FEMENINO,20,ENFERMERÍA,ENFERMERÍA,PREGRADO,2021,1,9,28,26
100506,HUANUCO,HUAMALIES,MIRAFLORES,MASCULINO,23,CIENCIAS CONTABLES Y FINANCIERAS,CIENCIAS CONTABLES Y FINANCIERAS,PREGRADO,2019,1,13,30,18
100506,HUANUCO,HUAMALIES,MIRAFLORES,MASCULINO,22,ECONOMÍA,ECONOMÍA,PREGRADO,2023,1,34,37,25
100506,HUANUCO,HUAMALIES,MIRAFLORES,FEMENINO,19,CIENCIAS DE LA EDUCACIÓN,"BIOLOGÍA, QUÍMICA Y CIENCIA DEL AMBIENTE",PREGRADO,2023,1,35,37,30
100506,HUANUCO,HUAMALIES,MIRAFLORES,FEMENINO,21,CIENCIAS DE LA EDUCACIÓN,CIENCIAS HISTÓRICO SOCIALES Y GEOGRÁFICAS,PREGRADO,2019,1,24,36,28
100506,HUANUCO,HUAMALIES,MIRAFLORES,MASCULINO,23,MEDICINA VETERINARIA Y ZOOTECNIA,MEDICINA VETERINARIA,PREGRADO,2017,1,30,35,28
100507,HUANUCO,HUAMALIES,MONZON,FEMENINO,29,CIENCIAS AGRARIAS,INGENIERÍA AGRONÓMICA,PREGRADO,2022,1,0,8,5
100507,HUANUCO,HUAMALIES,MONZON,MASCULINO,23,CIENCIAS AGRARIAS,INGENIERÍA AGRONÓMICA,PREGRADO,2020,1,11,34,29
100507,HUANUCO,HUAMALIES,MONZON,MASCULINO,22,CIENCIAS AGRARIAS,INGENIERÍA AGRONÓMICA,PREGRADO,2021,2,25,37,30
100507,HUANUCO,HUAMALIES,MONZON,FEMENINO,17,PSICOLOGÍA,PSICOLOGÍA,PREGRADO,2023,1,38,37,30
100507,HUANUCO,HUAMALIES,MONZON,MASCULINO,24,INGENIERÍA CIVIL Y ARQUITECTURA,INGENIERÍA CIVIL,PREGRADO,2017,1,27,36,29
100507,HUANUCO,HUAMALIES,MONZON,MASCULINO,17,CIENCIAS DE LA EDUCACIÓN,EDUCACIÓN FÍSICA,PREGRADO,2023,1,37,36,30
100507,HUANUCO,HUAMALIES,MONZON,FEMENINO,18,ENFERMERÍA,ENFERMERÍA,PREGRADO,2023,1,37,37,31
100508,HUANUCO,HUAMALIES,PUNCHAO,MASCULINO,24,CIENCIAS ADMINISTRATIVAS Y TURISMO,CIENCIAS ADMINISTRATIVAS,PREGRADO,2019,1,36,37,31
100508,HUANUCO,HUAMALIES,PUNCHAO,MASCULINO,21,CIENCIAS DE LA EDUCACIÓN,EDUCACIÓN FÍSICA,PREGRADO,2022,1,29,37,31
100508,HUANUCO,HUAMALIES,PUNCHAO,MASCULINO,21,CIENCIAS DE LA EDUCACIÓN,"BIOLOGÍA, QUÍMICA Y CIENCIA DEL AMBIENTE",PREGRADO,2020,1,38,37,31
100509,HUANUCO,HUAMALIES,PUÑOS,FEMENINO,18,OBSTETRICIA,OBSTETRICIA,PREGRADO,2022,1,36,36,30
100509,HUANUCO,HUAMALIES,PUÑOS,MASCULINO,24,CIENCIAS CONTABLES Y FINANCIERAS,CIENCIAS CONTABLES Y FINANCIERAS,PREGRADO,2019,1,35,37,30
100509,HUANUCO,HUAMALIES,PUÑOS,FEMENINO,27,CIENCIAS CONTABLES Y FINANCIERAS,CIENCIAS CONTABLES Y FINANCIERAS,PREGRADO,2019,1,32,36,31
100509,HUANUCO,HUAMALIES,PUÑOS,MASCULINO,23,CIENCIAS DE LA EDUCACIÓN,MATEMÁTICA Y FÍSICA,PREGRADO,2021,1,37,37,31
100509,HUANUCO,HUAMALIES,PUÑOS,MASCULINO,20,CIENCIAS DE LA EDUCACIÓN,EDUCACIÓN FÍSICA,PREGRADO,2020,1,32,37,31
100509,HUANUCO,HUAMALIES,PUÑOS,FEMENINO,17,CIENCIAS DE LA EDUCACIÓN,"FILOSOFÍA, PSICOLOGÍA Y CIENCIAS SOCIALES",PREGRADO,2023,1,38,37,29
100509,HUANUCO,HUAMALIES,PUÑOS,MASCULINO,31,CIENCIAS DE LA EDUCACIÓN,LENGUA Y LITERATURA,PREGRADO,2022,1,33,36,28
100510,HUANUCO,HUAMALIES,SINGA,FEMENINO,20,CIENCIAS ADMINISTRATIVAS Y TURISMO,TURISMO Y HOTELERÍA,PREGRADO,2021,1,19,32,30
100510,HUANUCO,HUAMALIES,SINGA,FEMENINO,19,CIENCIAS DE LA EDUCACIÓN,LENGUA Y LITERATURA,PREGRADO,2022,1,26,37,29
100510,HUANUCO,HUAMALIES,SINGA,FEMENINO,20,DERECHO Y CIENCIAS POLÍTICAS,DERECHO Y CIENCIAS POLÍTICAS,PREGRADO,2020,1,25,35,28
100511,HUANUCO,HUAMALIES,TANTAMAYO,FEMENINO,22,PSICOLOGÍA,PSICOLOGÍA,PREGRADO,2019,1,36,37,31
100701,HUANUCO,MARAÑON,HUACRACHUCO,MASCULINO,30,CIENCIAS AGRARIAS,INGENIERÍA AGRONÓMICA,PREGRADO,2022,1,36,35,28
100702,HUANUCO,MARAÑON,CHOLON,MASCULINO,18,ECONOMÍA,ECONOMÍA,PREGRADO,2023,1,35,37,25
100703,HUANUCO,MARAÑON,SAN BUENAVENTURA,MASCULINO,20,ENFERMERÍA,ENFERMERÍA,PREGRADO,2022,1,32,37,30
100601,HUANUCO,LEONCIO PRADO,RUPA-RUPA,MASCULINO,27,MEDICINA,MEDICINA HUMANA,PREGRADO,2015,1,28,33,28
100601,HUANUCO,LEONCIO PRADO,RUPA-RUPA,MASCULINO,20,ENFERMERÍA,ENFERMERÍA,PREGRADO,2021,1,36,35,29
100601,HUANUCO,LEONCIO PRADO,RUPA-RUPA,FEMENINO,19,OBSTETRICIA,OBSTETRICIA,PREGRADO,2022,1,36,37,30
100601,HUANUCO,LEONCIO PRADO,RUPA-RUPA,FEMENINO,41,CIENCIAS DE LA EDUCACIÓN,EDUCACIÓN PRIMARIA,PREGRADO,2005,1,27,37,30
100601,HUANUCO,LEONCIO PRADO,RUPA-RUPA,FEMENINO,17,CIENCIAS DE LA EDUCACIÓN,"BIOLOGÍA, QUÍMICA Y CIENCIA DEL AMBIENTE",PREGRADO,2023,1,31,34,31
100601,HUANUCO,LEONCIO PRADO,RUPA-RUPA,MASCULINO,27,INGENIERÍA CIVIL Y ARQUITECTURA,INGENIERÍA CIVIL,PREGRADO,2019,1,20,37,29
100601,HUANUCO,LEONCIO PRADO,RUPA-RUPA,MASCULINO,20,INGENIERÍA CIVIL Y ARQUITECTURA,ARQUITECTURA,PREGRADO,2023,1,32,36,29
100601,HUANUCO,LEONCIO PRADO,RUPA-RUPA,MASCULINO,25,INGENIERÍA CIVIL Y ARQUITECTURA,ARQUITECTURA,PREGRADO,2017,1,32,36,25
100601,HUANUCO,LEONCIO PRADO,RUPA-RUPA,MASCULINO,18,CIENCIAS ADMINISTRATIVAS Y TURISMO,CIENCIAS ADMINISTRATIVAS,PREGRADO,2023,1,23,36,28
100601,HUANUCO,LEONCIO PRADO,RUPA-RUPA,FEMENINO,22,CIENCIAS CONTABLES Y FINANCIERAS,CIENCIAS CONTABLES Y FINANCIERAS,PREGRADO,2020,1,32,37,27
100601,HUANUCO,LEONCIO PRADO,RUPA-RUPA,MASCULINO,25,ECONOMÍA,ECONOMÍA,PREGRADO,2018,1,1,4,3
100603,HUANUCO,LEONCIO PRADO,HERMILIO VALDIZAN,FEMENINO,19,ENFERMERÍA,ENFERMERÍA,PREGRADO,2023,1,35,35,31
100603,HUANUCO,LEONCIO PRADO,HERMILIO VALDIZAN,FEMENINO,21,PSICOLOGÍA,PSICOLOGÍA,PREGRADO,2020,1,35,35,31
100606,HUANUCO,LEONCIO PRADO,MARIANO DAMASO BERAUN,FEMENINO,22,CIENCIAS CONTABLES Y FINANCIERAS,CIENCIAS CONTABLES Y FINANCIERAS,PREGRADO,2020,1,38,36,30
100606,HUANUCO,LEONCIO PRADO,MARIANO DAMASO BERAUN,MASCULINO,23,INGENIERÍA CIVIL Y ARQUITECTURA,ARQUITECTURA,PREGRADO,2023,1,29,37,29
100604,HUANUCO,LEONCIO PRADO,JOSE CRESPO Y CASTILLO,FEMENINO,21,MEDICINA,ODONTOLOGÍA,PREGRADO,2022,1,33,37,30
100604,HUANUCO,LEONCIO PRADO,JOSE CRESPO Y CASTILLO,MASCULINO,24,CIENCIAS ADMINISTRATIVAS Y TURISMO,CIENCIAS ADMINISTRATIVAS,PREGRADO,2019,1,37,37,31
100604,HUANUCO,LEONCIO PRADO,JOSE CRESPO Y CASTILLO,MASCULINO,19,ECONOMÍA,ECONOMÍA,PREGRADO,2023,1,29,37,25
100604,HUANUCO,LEONCIO PRADO,JOSE CRESPO Y CASTILLO,FEMENINO,20,INGENIERÍA INDUSTRIAL Y DE SISTEMAS,INGENIERÍA DE SISTEMAS,PREGRADO,2021,1,32,35,31
100604,HUANUCO,LEONCIO PRADO,JOSE CRESPO Y CASTILLO,FEMENINO,17,CIENCIAS SOCIALES,SOCIOLOGÍA,PREGRADO,2023,1,35,37,30
100604,HUANUCO,LEONCIO PRADO,JOSE CRESPO Y CASTILLO,FEMENINO,18,CIENCIAS SOCIALES,CIENCIAS DE LA COMUNICACIÓN SOCIAL,PREGRADO,2023,1,31,36,31
100604,HUANUCO,LEONCIO PRADO,JOSE CRESPO Y CASTILLO,FEMENINO,20,CIENCIAS DE LA EDUCACIÓN,EDUCACIÓN PRIMARIA,PREGRADO,2022,1,38,37,31
100801,HUANUCO,PACHITEA,PANAO,FEMENINO,23,CIENCIAS AGRARIAS,INGENIERÍA AGROINDUSTRIAL,PREGRADO,2019,1,26,35,31
100801,HUANUCO,PACHITEA,PANAO,MASCULINO,27,ENFERMERÍA,ENFERMERÍA,PREGRADO,2021,1,36,35,30
100801,HUANUCO,PACHITEA,PANAO,FEMENINO,20,OBSTETRICIA,OBSTETRICIA,PREGRADO,2020,1,36,37,31
100801,HUANUCO,PACHITEA,PANAO,MASCULINO,28,INGENIERÍA INDUSTRIAL Y DE SISTEMAS,INGENIERÍA DE SISTEMAS,PREGRADO,2019,1,35,35,30
100801,HUANUCO,PACHITEA,PANAO,MASCULINO,19,INGENIERÍA CIVIL Y ARQUITECTURA,INGENIERÍA CIVIL,PREGRADO,2023,1,33,36,30
100801,HUANUCO,PACHITEA,PANAO,MASCULINO,28,INGENIERÍA CIVIL Y ARQUITECTURA,ARQUITECTURA,PREGRADO,2013,1,36,37,31
100801,HUANUCO,PACHITEA,PANAO,MASCULINO,18,INGENIERÍA CIVIL Y ARQUITECTURA,ARQUITECTURA,PREGRADO,2022,1,27,37,28
100801,HUANUCO,PACHITEA,PANAO,MASCULINO,24,INGENIERÍA INDUSTRIAL Y DE SISTEMAS,INGENIERÍA DE SISTEMAS,PREGRADO,2019,1,29,33,28
100801,HUANUCO,PACHITEA,PANAO,MASCULINO,26,INGENIERÍA INDUSTRIAL Y DE SISTEMAS,INGENIERÍA DE SISTEMAS,PREGRADO,2019,1,38,37,31
100801,HUANUCO,PACHITEA,PANAO,MASCULINO,21,CIENCIAS DE LA EDUCACIÓN,MATEMÁTICA Y FÍSICA,PREGRADO,2021,1,33,37,29
100801,HUANUCO,PACHITEA,PANAO,FEMENINO,19,DERECHO Y CIENCIAS POLÍTICAS,DERECHO Y CIENCIAS POLÍTICAS,PREGRADO,2022,1,30,37,29
100801,HUANUCO,PACHITEA,PANAO,MASCULINO,22,INGENIERÍA CIVIL Y ARQUITECTURA,INGENIERÍA CIVIL,PREGRADO,2020,1,32,36,29
100801,HUANUCO,PACHITEA,PANAO,FEMENINO,23,CIENCIAS DE LA EDUCACIÓN,"FILOSOFÍA, PSICOLOGÍA Y CIENCIAS SOCIALES",PREGRADO,2020,1,37,37,30
100801,HUANUCO,PACHITEA,PANAO,MASCULINO,21,CIENCIAS DE LA EDUCACIÓN,CIENCIAS HISTÓRICO SOCIALES Y GEOGRÁFICAS,PREGRADO,2023,1,33,37,30
100801,HUANUCO,PACHITEA,PANAO,FEMENINO,24,ECONOMÍA,ECONOMÍA,PREGRADO,2021,1,10,37,29
100801,HUANUCO,PACHITEA,PANAO,MASCULINO,20,CIENCIAS DE LA EDUCACIÓN,EDUCACIÓN FÍSICA,PREGRADO,2022,1,36,37,31
100801,HUANUCO,PACHITEA,PANAO,FEMENINO,19,ECONOMÍA,ECONOMÍA,PREGRADO,2021,1,15,37,27
100801,HUANUCO,PACHITEA,PANAO,MASCULINO,19,CIENCIAS ADMINISTRATIVAS Y TURISMO,CIENCIAS ADMINISTRATIVAS,PREGRADO,2023,1,36,37,30
100801,HUANUCO,PACHITEA,PANAO,MASCULINO,17,CIENCIAS ADMINISTRATIVAS Y TURISMO,TURISMO Y HOTELERÍA,PREGRADO,2023,1,38,37,29
100801,HUANUCO,PACHITEA,PANAO,MASCULINO,19,CIENCIAS CONTABLES Y FINANCIERAS,CIENCIAS CONTABLES Y FINANCIERAS,PREGRADO,2023,1,0,11,3
100801,HUANUCO,PACHITEA,PANAO,MASCULINO,17,CIENCIAS CONTABLES Y FINANCIERAS,CIENCIAS CONTABLES Y FINANCIERAS,PREGRADO,2023,1,38,37,30
100802,HUANUCO,PACHITEA,CHAGLLA,FEMENINO,23,CIENCIAS ADMINISTRATIVAS Y TURISMO,CIENCIAS ADMINISTRATIVAS,PREGRADO,2022,1,31,35,28
100802,HUANUCO,PACHITEA,CHAGLLA,MASCULINO,24,DERECHO Y CIENCIAS POLÍTICAS,DERECHO Y CIENCIAS POLÍTICAS,PREGRADO,2019,1,21,36,30
100802,HUANUCO,PACHITEA,CHAGLLA,MASCULINO,18,INGENIERÍA CIVIL Y ARQUITECTURA,INGENIERÍA CIVIL,PREGRADO,2022,1,35,37,30
100802,HUANUCO,PACHITEA,CHAGLLA,FEMENINO,25,MEDICINA VETERINARIA Y ZOOTECNIA,MEDICINA VETERINARIA,PREGRADO,2017,1,31,35,24
100802,HUANUCO,PACHITEA,CHAGLLA,FEMENINO,20,CIENCIAS DE LA EDUCACIÓN,"BIOLOGÍA, QUÍMICA Y CIENCIA DEL AMBIENTE",PREGRADO,2021,1,35,36,29
100802,HUANUCO,PACHITEA,CHAGLLA,MASCULINO,24,CIENCIAS DE LA EDUCACIÓN,"FILOSOFÍA, PSICOLOGÍA Y CIENCIAS SOCIALES",PREGRADO,2019,1,18,18,15
100802,HUANUCO,PACHITEA,CHAGLLA,MASCULINO,21,CIENCIAS DE LA EDUCACIÓN,MATEMÁTICA Y FÍSICA,PREGRADO,2021,1,28,37,30
100802,HUANUCO,PACHITEA,CHAGLLA,MASCULINO,25,ECONOMÍA,ECONOMÍA,PREGRADO,2019,1,35,37,29
100802,HUANUCO,PACHITEA,CHAGLLA,FEMENINO,20,CIENCIAS SOCIALES,SOCIOLOGÍA,PREGRADO,2023,1,37,37,31
100802,HUANUCO,PACHITEA,CHAGLLA,FEMENINO,20,CIENCIAS DE LA EDUCACIÓN,EDUCACIÓN INICIAL,PREGRADO,2021,1,30,37,28
100802,HUANUCO,PACHITEA,CHAGLLA,MASCULINO,19,CIENCIAS DE LA EDUCACIÓN,EDUCACIÓN FÍSICA,PREGRADO,2022,1,36,37,27
100802,HUANUCO,PACHITEA,CHAGLLA,MASCULINO,22,CIENCIAS DE LA EDUCACIÓN,EDUCACIÓN FÍSICA,PREGRADO,2022,1,35,37,30
100802,HUANUCO,PACHITEA,CHAGLLA,MASCULINO,18,CIENCIAS ADMINISTRATIVAS Y TURISMO,CIENCIAS ADMINISTRATIVAS,PREGRADO,2023,1,37,36,31
100802,HUANUCO,PACHITEA,CHAGLLA,FEMENINO,18,CIENCIAS CONTABLES Y FINANCIERAS,CIENCIAS CONTABLES Y FINANCIERAS,PREGRADO,2023,1,33,36,26
100802,HUANUCO,PACHITEA,CHAGLLA,MASCULINO,20,CIENCIAS CONTABLES Y FINANCIERAS,CIENCIAS CONTABLES Y FINANCIERAS,PREGRADO,2020,1,31,37,31
100803,HUANUCO,PACHITEA,MOLINO,MASCULINO,21,CIENCIAS AGRARIAS,INGENIERÍA AGRONÓMICA,PREGRADO,2020,1,36,37,31
100803,HUANUCO,PACHITEA,MOLINO,FEMENINO,18,ENFERMERÍA,ENFERMERÍA,PREGRADO,2022,1,27,36,27
100803,HUANUCO,PACHITEA,MOLINO,MASCULINO,23,INGENIERÍA INDUSTRIAL Y DE SISTEMAS,INGENIERÍA DE SISTEMAS,PREGRADO,2019,1,36,37,31
100803,HUANUCO,PACHITEA,MOLINO,FEMENINO,22,MEDICINA VETERINARIA Y ZOOTECNIA,MEDICINA VETERINARIA,PREGRADO,2021,1,33,37,27
100803,HUANUCO,PACHITEA,MOLINO,MASCULINO,18,CIENCIAS DE LA EDUCACIÓN,CIENCIAS HISTÓRICO SOCIALES Y GEOGRÁFICAS,PREGRADO,2023,1,34,36,28
100803,HUANUCO,PACHITEA,MOLINO,FEMENINO,18,CIENCIAS DE LA EDUCACIÓN,CIENCIAS HISTÓRICO SOCIALES Y GEOGRÁFICAS,PREGRADO,2023,1,35,37,30
100803,HUANUCO,PACHITEA,MOLINO,FEMENINO,17,CIENCIAS DE LA EDUCACIÓN,"FILOSOFÍA, PSICOLOGÍA Y CIENCIAS SOCIALES",PREGRADO,2023,1,37,37,31
