UBIGEO,DEPARTAMENTO,PROVINCIA,DISTRITO,SEXO,EDAD,FACULTAD,ESCUELA_ACADEMICA,NIVEL_ACAD,ANIO_MAT1,SEM_MATRICULA1,N_RAC_DESAYUNO,N_RAC_ALMUERZO,N_RAC_CENA
100803,HUANUCO,PACHITEA,MOLINO,FEMENINO,17,CIENCIAS DE LA EDUCACIÓN,"FILOSOFÍA, PSICOLOGÍA Y CIENCIAS SOCIALES",PREGRADO,2023,1,38,37,30
100803,HUANUCO,PACHITEA,MOLINO,FEMENINO,17,CIENCIAS DE LA EDUCACIÓN,"FILOSOFÍA, PSICOLOGÍA Y CIENCIAS SOCIALES",PREGRADO,2023,1,35,36,30
100803,HUANUCO,PACHITEA,MOLINO,MASCULINO,18,CIENCIAS DE LA EDUCACIÓN,CIENCIAS HISTÓRICO SOCIALES Y GEOGRÁFICAS,PREGRADO,2023,1,35,36,29
100803,HUANUCO,PACHITEA,MOLINO,FEMENINO,23,CIENCIAS DE LA EDUCACIÓN,EDUCACIÓN INICIAL,PREGRADO,2019,1,38,36,27
100803,HUANUCO,PACHITEA,MOLINO,FEMENINO,17,CIENCIAS DE LA EDUCACIÓN,EDUCACIÓN PRIMARIA,PREGRADO,2023,1,37,37,29
100803,HUANUCO,PACHITEA,MOLINO,MASCULINO,18,CIENCIAS ADMINISTRATIVAS Y TURISMO,CIENCIAS ADMINISTRATIVAS,PREGRADO,2023,1,38,37,31
100804,HUANUCO,PACHITEA,UMARI,FEMENINO,24,CIENCIAS AGRARIAS,INGENIERÍA AGROINDUSTRIAL,PREGRADO,2019,1,34,36,31
100804,HUANUCO,PACHITEA,UMARI,FEMENINO,21,MEDICINA,ODONTOLOGÍA,PREGRADO,2022,1,35,37,29
100804,HUANUCO,PACHITEA,UMARI,FEMENINO,20,MEDICINA,ODONTOLOGÍA,PREGRADO,2022,1,37,37,30
100804,HUANUCO,PACHITEA,UMARI,FEMENINO,26,CIENCIAS CONTABLES Y FINANCIERAS,CIENCIAS CONTABLES Y FINANCIERAS,PREGRADO,2019,1,37,37,31
100804,HUANUCO,PACHITEA,UMARI,MASCULINO,23,CIENCIAS SOCIALES,SOCIOLOGÍA,PREGRADO,2022,1,37,36,31
100804,HUANUCO,PACHITEA,UMARI,MASCULINO,21,DERECHO Y CIENCIAS POLÍTICAS,DERECHO Y CIENCIAS POLÍTICAS,PREGRADO,2019,1,32,34,26
100804,HUANUCO,PACHITEA,UMARI,MASCULINO,21,INGENIERÍA CIVIL Y ARQUITECTURA,INGENIERÍA CIVIL,PREGRADO,2022,1,28,36,22
100804,HUANUCO,PACHITEA,UMARI,FEMENINO,26,CIENCIAS CONTABLES Y FINANCIERAS,CIENCIAS CONTABLES Y FINANCIERAS,PREGRADO,2021,1,31,36,31
100804,HUANUCO,PACHITEA,UMARI,MASCULINO,21,ECONOMÍA,ECONOMÍA,PREGRADO,2020,1,31,37,30
100401,HUANUCO,HUACAYBAMBA,HUACAYBAMBA,MASCULINO,21,CIENCIAS ADMINISTRATIVAS Y TURISMO,CIENCIAS ADMINISTRATIVAS,PREGRADO,2020,1,35,37,31
100402,HUANUCO,HUACAYBAMBA,CANCHABAMBA,MASCULINO,20,CIENCIAS DE LA EDUCACIÓN,CIENCIAS HISTÓRICO SOCIALES Y GEOGRÁFICAS,PREGRADO,2021,1,32,37,29
100402,HUANUCO,HUACAYBAMBA,CANCHABAMBA,MASCULINO,18,CIENCIAS DE LA EDUCACIÓN,MATEMÁTICA Y FÍSICA,PREGRADO,2023,1,37,37,31
101001,HUANUCO,LAURICOCHA,JESUS,FEMENINO,18,CIENCIAS AGRARIAS,INGENIERÍA AGRONÓMICA,PREGRADO,2023,1,35,36,30
101001,HUANUCO,LAURICOCHA,JESUS,MASCULINO,24,CIENCIAS AGRARIAS,INGENIERÍA AGRONÓMICA,PREGRADO,2022,1,26,35,31
101001,HUANUCO,LAURICOCHA,JESUS,MASCULINO,18,MEDICINA VETERINARIA Y ZOOTECNIA,MEDICINA VETERINARIA,PREGRADO,2023,1,35,37,31
101001,HUANUCO,LAURICOCHA,JESUS,MASCULINO,23,INGENIERÍA CIVIL Y ARQUITECTURA,INGENIERÍA CIVIL,PREGRADO,2020,1,33,36,29
101001,HUANUCO,LAURICOCHA,JESUS,MASCULINO,23,INGENIERÍA INDUSTRIAL Y DE SISTEMAS,INGENIERÍA DE SISTEMAS,PREGRADO,2021,1,38,37,31
101001,HUANUCO,LAURICOCHA,JESUS,FEMENINO,17,CIENCIAS DE LA EDUCACIÓN,"FILOSOFÍA, PSICOLOGÍA Y CIENCIAS SOCIALES",PREGRADO,2023,1,38,37,30
101001,HUANUCO,LAURICOCHA,JESUS,MASCULINO,20,CIENCIAS ADMINISTRATIVAS Y TURISMO,CIENCIAS ADMINISTRATIVAS,PREGRADO,2022,1,36,36,30
101001,HUANUCO,LAURICOCHA,JESUS,MASCULINO,20,CIENCIAS ADMINISTRATIVAS Y TURISMO,CIENCIAS ADMINISTRATIVAS,PREGRADO,2020,1,34,37,31
101001,HUANUCO,LAURICOCHA,JESUS,FEMENINO,22,CIENCIAS DE LA EDUCACIÓN,EDUCACIÓN PRIMARIA,PREGRADO,2019,1,28,37,29
101002,HUANUCO,LAURICOCHA,BAÑOS,MASCULINO,18,INGENIERÍA CIVIL Y ARQUITECTURA,INGENIERÍA CIVIL,PREGRADO,2023,1,34,36,30
101006,HUANUCO,LAURICOCHA,SAN FRANCISCO DE ASIS,FEMENINO,27,CIENCIAS AGRARIAS,INGENIERÍA AGROINDUSTRIAL,PREGRADO,2021,1,18,36,30
101006,HUANUCO,LAURICOCHA,SAN FRANCISCO DE ASIS,FEMENINO,23,CIENCIAS CONTABLES Y FINANCIERAS,CIENCIAS CONTABLES Y FINANCIERAS,PREGRADO,2019,1,27,35,30
101006,HUANUCO,LAURICOCHA,SAN FRANCISCO DE ASIS,FEMENINO,21,CIENCIAS DE LA EDUCACIÓN,EDUCACIÓN INICIAL,PREGRADO,2019,1,32,34,29
101006,HUANUCO,LAURICOCHA,SAN FRANCISCO DE ASIS,MASCULINO,25,INGENIERÍA CIVIL Y ARQUITECTURA,INGENIERÍA CIVIL,PREGRADO,2019,1,33,37,29
101006,HUANUCO,LAURICOCHA,SAN FRANCISCO DE ASIS,MASCULINO,25,INGENIERÍA CIVIL Y ARQUITECTURA,ARQUITECTURA,PREGRADO,2022,1,26,37,30
101006,HUANUCO,LAURICOCHA,SAN FRANCISCO DE ASIS,MASCULINO,20,INGENIERÍA INDUSTRIAL Y DE SISTEMAS,INGENIERÍA INDUSTRIAL,PREGRADO,2022,1,36,37,30
101007,HUANUCO,LAURICOCHA,SAN MIGUEL DE CAURI,MASCULINO,23,CIENCIAS AGRARIAS,INGENIERÍA AGRONÓMICA,PREGRADO,2021,1,30,37,31
101007,HUANUCO,LAURICOCHA,SAN MIGUEL DE CAURI,MASCULINO,17,CIENCIAS AGRARIAS,INGENIERÍA AGROINDUSTRIAL,PREGRADO,2023,1,38,37,31
101007,HUANUCO,LAURICOCHA,SAN MIGUEL DE CAURI,MASCULINO,23,INGENIERÍA CIVIL Y ARQUITECTURA,ARQUITECTURA,PREGRADO,2020,1,33,36,30
101007,HUANUCO,LAURICOCHA,SAN MIGUEL DE CAURI,MASCULINO,25,INGENIERÍA INDUSTRIAL Y DE SISTEMAS,INGENIERÍA DE SISTEMAS,PREGRADO,2019,1,34,37,30
101007,HUANUCO,LAURICOCHA,SAN MIGUEL DE CAURI,MASCULINO,17,CIENCIAS DE LA EDUCACIÓN,MATEMÁTICA Y FÍSICA,PREGRADO,2023,1,21,36,29
101007,HUANUCO,LAURICOCHA,SAN MIGUEL DE CAURI,MASCULINO,20,INGENIERÍA CIVIL Y ARQUITECTURA,INGENIERÍA CIVIL,PREGRADO,2020,1,33,36,30
101007,HUANUCO,LAURICOCHA,SAN MIGUEL DE CAURI,FEMENINO,21,CIENCIAS DE LA EDUCACIÓN,"FILOSOFÍA, PSICOLOGÍA Y CIENCIAS SOCIALES",PREGRADO,2021,1,31,36,31
101007,HUANUCO,LAURICOCHA,SAN MIGUEL DE CAURI,FEMENINO,21,CIENCIAS DE LA EDUCACIÓN,"FILOSOFÍA, PSICOLOGÍA Y CIENCIAS SOCIALES",PREGRADO,2020,1,38,37,31
101007,HUANUCO,LAURICOCHA,SAN MIGUEL DE CAURI,FEMENINO,17,CIENCIAS DE LA EDUCACIÓN,EDUCACIÓN PRIMARIA,PREGRADO,2023,1,21,37,28
101007,HUANUCO,LAURICOCHA,SAN MIGUEL DE CAURI,FEMENINO,20,CIENCIAS DE LA EDUCACIÓN,EDUCACIÓN PRIMARIA,PREGRADO,2021,1,30,37,31
101007,HUANUCO,LAURICOCHA,SAN MIGUEL DE CAURI,FEMENINO,20,CIENCIAS DE LA EDUCACIÓN,EDUCACIÓN PRIMARIA,PREGRADO,2020,1,29,36,30
101005,HUANUCO,LAURICOCHA,RONDOS,FEMENINO,21,MEDICINA,ODONTOLOGÍA,PREGRADO,2021,1,32,36,29
101005,HUANUCO,LAURICOCHA,RONDOS,FEMENINO,19,OBSTETRICIA,OBSTETRICIA,PREGRADO,2022,1,34,35,31
101005,HUANUCO,LAURICOCHA,RONDOS,MASCULINO,23,INGENIERÍA INDUSTRIAL Y DE SISTEMAS,INGENIERÍA DE SISTEMAS,PREGRADO,2021,1,36,37,30
101005,HUANUCO,LAURICOCHA,RONDOS,MASCULINO,22,DERECHO Y CIENCIAS POLÍTICAS,DERECHO Y CIENCIAS POLÍTICAS,PREGRADO,2022,1,32,37,30
101005,HUANUCO,LAURICOCHA,RONDOS,FEMENINO,20,CIENCIAS DE LA EDUCACIÓN,EDUCACIÓN PRIMARIA,PREGRADO,2021,1,26,37,31
101005,HUANUCO,LAURICOCHA,RONDOS,MASCULINO,22,CIENCIAS DE LA EDUCACIÓN,EDUCACIÓN FÍSICA,PREGRADO,2020,1,34,37,31
101005,HUANUCO,LAURICOCHA,RONDOS,MASCULINO,17,ECONOMÍA,ECONOMÍA,PREGRADO,2023,1,37,36,29
101005,HUANUCO,LAURICOCHA,RONDOS,MASCULINO,20,ECONOMÍA,ECONOMÍA,PREGRADO,2019,1,21,23,19
101005,HUANUCO,LAURICOCHA,RONDOS,FEMENINO,23,CIENCIAS SOCIALES,SOCIOLOGÍA,PREGRADO,2021,1,29,37,29
101003,HUANUCO,LAURICOCHA,JIVIA,MASCULINO,23,CIENCIAS CONTABLES Y FINANCIERAS,CIENCIAS CONTABLES Y FINANCIERAS,PREGRADO,2020,1,38,37,31
101101,HUANUCO,YAROWILCA,CHAVINILLO,MASCULINO,21,ENFERMERÍA,ENFERMERÍA,PREGRADO,2020,1,33,37,28
101101,HUANUCO,YAROWILCA,CHAVINILLO,FEMENINO,20,ENFERMERÍA,ENFERMERÍA,PREGRADO,2021,1,35,36,31
101101,HUANUCO,YAROWILCA,CHAVINILLO,FEMENINO,20,CIENCIAS ADMINISTRATIVAS Y TURISMO,TURISMO Y HOTELERÍA,PREGRADO,2020,1,29,31,31
101101,HUANUCO,YAROWILCA,CHAVINILLO,FEMENINO,20,CIENCIAS DE LA EDUCACIÓN,EDUCACIÓN FÍSICA,PREGRADO,2021,1,20,36,30
101101,HUANUCO,YAROWILCA,CHAVINILLO,FEMENINO,19,CIENCIAS DE LA EDUCACIÓN,CIENCIAS HISTÓRICO SOCIALES Y GEOGRÁFICAS,PREGRADO,2023,1,37,37,30
101101,HUANUCO,YAROWILCA,CHAVINILLO,FEMENINO,19,CIENCIAS DE LA EDUCACIÓN,MATEMÁTICA Y FÍSICA,PREGRADO,2023,1,35,37,30
101101,HUANUCO,YAROWILCA,CHAVINILLO,FEMENINO,18,PSICOLOGÍA,PSICOLOGÍA,PREGRADO,2023,1,36,37,30
101104,HUANUCO,YAROWILCA,APARICIO POMARES,MASCULINO,22,MEDICINA,ODONTOLOGÍA,PREGRADO,2021,1,30,35,31
101104,HUANUCO,YAROWILCA,APARICIO POMARES,MASCULINO,20,CIENCIAS ADMINISTRATIVAS Y TURISMO,CIENCIAS ADMINISTRATIVAS,PREGRADO,2022,1,34,36,30
101104,HUANUCO,YAROWILCA,APARICIO POMARES,MASCULINO,21,INGENIERÍA INDUSTRIAL Y DE SISTEMAS,INGENIERÍA DE SISTEMAS,PREGRADO,2021,1,34,36,29
101104,HUANUCO,YAROWILCA,APARICIO POMARES,FEMENINO,19,INGENIERÍA CIVIL Y ARQUITECTURA,ARQUITECTURA,PREGRADO,2022,1,34,37,31
101104,HUANUCO,YAROWILCA,APARICIO POMARES,MASCULINO,19,CIENCIAS DE LA EDUCACIÓN,MATEMÁTICA Y FÍSICA,PREGRADO,2023,1,32,36,26
101104,HUANUCO,YAROWILCA,APARICIO POMARES,FEMENINO,24,CIENCIAS DE LA EDUCACIÓN,LENGUA Y LITERATURA,PREGRADO,2019,1,27,37,29
101104,HUANUCO,YAROWILCA,APARICIO POMARES,MASCULINO,23,CIENCIAS DE LA EDUCACIÓN,LENGUA Y LITERATURA,PREGRADO,2020,1,13,35,26
101102,HUANUCO,YAROWILCA,CAHUAC,MASCULINO,19,CIENCIAS SOCIALES,SOCIOLOGÍA,PREGRADO,2023,1,32,35,29
101102,HUANUCO,YAROWILCA,CAHUAC,FEMENINO,19,CIENCIAS DE LA EDUCACIÓN,EDUCACIÓN FÍSICA,PREGRADO,2022,1,35,37,31
101102,HUANUCO,YAROWILCA,CAHUAC,MASCULINO,20,CIENCIAS DE LA EDUCACIÓN,LENGUA Y LITERATURA,PREGRADO,2022,1,28,36,28
101105,HUANUCO,YAROWILCA,JACAS CHICO,MASCULINO,26,CIENCIAS ADMINISTRATIVAS Y TURISMO,CIENCIAS ADMINISTRATIVAS,PREGRADO,2020,1,15,24,16
101105,HUANUCO,YAROWILCA,JACAS CHICO,MASCULINO,20,INGENIERÍA INDUSTRIAL Y DE SISTEMAS,INGENIERÍA INDUSTRIAL,PREGRADO,2021,1,7,26,20
101106,HUANUCO,YAROWILCA,OBAS,FEMENINO,27,CIENCIAS AGRARIAS,INGENIERÍA AGRONÓMICA,PREGRADO,2021,1,37,37,31
101106,HUANUCO,YAROWILCA,OBAS,MASCULINO,18,CIENCIAS AGRARIAS,INGENIERÍA AGROINDUSTRIAL,PREGRADO,2023,1,33,36,31
101106,HUANUCO,YAROWILCA,OBAS,MASCULINO,18,MEDICINA,MEDICINA HUMANA,PREGRADO,2023,1,31,34,28
101106,HUANUCO,YAROWILCA,OBAS,MASCULINO,20,ENFERMERÍA,ENFERMERÍA,PREGRADO,2021,1,32,35,30
101106,HUANUCO,YAROWILCA,OBAS,FEMENINO,19,CIENCIAS DE LA EDUCACIÓN,"BIOLOGÍA, QUÍMICA Y CIENCIA DEL AMBIENTE",PREGRADO,2021,1,33,37,29
101106,HUANUCO,YAROWILCA,OBAS,MASCULINO,20,CIENCIAS DE LA EDUCACIÓN,LENGUA Y LITERATURA,PREGRADO,2022,1,30,37,30
101106,HUANUCO,YAROWILCA,OBAS,FEMENINO,22,CIENCIAS DE LA EDUCACIÓN,MATEMÁTICA Y FÍSICA,PREGRADO,2021,1,21,36,28
101106,HUANUCO,YAROWILCA,OBAS,FEMENINO,20,PSICOLOGÍA,PSICOLOGÍA,PREGRADO,2022,1,38,37,30
101106,HUANUCO,YAROWILCA,OBAS,FEMENINO,20,OBSTETRICIA,OBSTETRICIA,PREGRADO,2020,1,29,35,28
101106,HUANUCO,YAROWILCA,OBAS,FEMENINO,21,CIENCIAS ADMINISTRATIVAS Y TURISMO,TURISMO Y HOTELERÍA,PREGRADO,2020,1,18,36,26
101106,HUANUCO,YAROWILCA,OBAS,MASCULINO,18,CIENCIAS CONTABLES Y FINANCIERAS,CIENCIAS CONTABLES Y FINANCIERAS,PREGRADO,2023,1,37,36,29
101106,HUANUCO,YAROWILCA,OBAS,FEMENINO,19,CIENCIAS SOCIALES,CIENCIAS DE LA COMUNICACIÓN SOCIAL,PREGRADO,2023,1,33,37,31
101106,HUANUCO,YAROWILCA,OBAS,MASCULINO,25,CIENCIAS DE LA EDUCACIÓN,EDUCACIÓN FÍSICA,PREGRADO,2023,1,27,36,27
101107,HUANUCO,YAROWILCA,PAMPAMARCA,MASCULINO,23,CIENCIAS AGRARIAS,INGENIERÍA AGROINDUSTRIAL,PREGRADO,2023,1,4,4,4
101107,HUANUCO,YAROWILCA,PAMPAMARCA,MASCULINO,19,CIENCIAS DE LA EDUCACIÓN,MATEMÁTICA Y FÍSICA,PREGRADO,2023,1,27,37,31
101108,HUANUCO,YAROWILCA,CHORAS,FEMENINO,31,CIENCIAS DE LA EDUCACIÓN,EDUCACIÓN INICIAL,PREGRADO,2019,1,34,37,31
110101,ICA,ICA,ICA,FEMENINO,20,OBSTETRICIA,OBSTETRICIA,PREGRADO,2021,1,5,36,22
120101,JUNIN,HUANCAYO,HUANCAYO,MASCULINO,23,PSICOLOGÍA,PSICOLOGÍA,PREGRADO,2022,1,36,37,29
120114,JUNIN,HUANCAYO,EL TAMBO,FEMENINO,21,MEDICINA,MEDICINA HUMANA,PREGRADO,2022,1,13,16,13
120401,JUNIN,JAUJA,JAUJA,FEMENINO,22,PSICOLOGÍA,PSICOLOGÍA,PREGRADO,2022,1,38,37,31
120501,JUNIN,JUNIN,JUNIN,MASCULINO,20,MEDICINA,MEDICINA HUMANA,PREGRADO,2019,1,34,37,28
120701,JUNIN,TARMA,TARMA,FEMENINO,19,CIENCIAS AGRARIAS,INGENIERÍA AGROINDUSTRIAL,PREGRADO,2023,1,34,37,31
120701,JUNIN,TARMA,TARMA,FEMENINO,22,MEDICINA VETERINARIA Y ZOOTECNIA,MEDICINA VETERINARIA,PREGRADO,2022,1,38,36,31
120801,JUNIN,YAULI,LA OROYA,FEMENINO,17,PSICOLOGÍA,PSICOLOGÍA,PREGRADO,2023,1,34,37,31
120801,JUNIN,YAULI,LA OROYA,FEMENINO,25,PSICOLOGÍA,PSICOLOGÍA,PREGRADO,2018,1,38,37,29
120303,JUNIN,CHANCHAMAYO,PICHANAQUI,MASCULINO,24,CIENCIAS AGRARIAS,INGENIERÍA AGRONÓMICA,PREGRADO,2019,1,25,35,30
120303,JUNIN,CHANCHAMAYO,PICHANAQUI,FEMENINO,20,CIENCIAS ADMINISTRATIVAS Y TURISMO,TURISMO Y HOTELERÍA,PREGRADO,2023,1,34,37,28
120303,JUNIN,CHANCHAMAYO,PICHANAQUI,MASCULINO,20,CIENCIAS CONTABLES Y FINANCIERAS,CIENCIAS CONTABLES Y FINANCIERAS,PREGRADO,2023,1,38,37,29
120303,JUNIN,CHANCHAMAYO,PICHANAQUI,MASCULINO,26,INGENIERÍA INDUSTRIAL Y DE SISTEMAS,INGENIERÍA INDUSTRIAL,PREGRADO,2018,1,30,35,31
120303,JUNIN,CHANCHAMAYO,PICHANAQUI,FEMENINO,19,MEDICINA VETERINARIA Y ZOOTECNIA,MEDICINA VETERINARIA,PREGRADO,2022,1,33,37,31
120303,JUNIN,CHANCHAMAYO,PICHANAQUI,FEMENINO,23,PSICOLOGÍA,PSICOLOGÍA,PREGRADO,2020,1,31,37,30
120901,JUNIN,CHUPACA,CHUPACA,MASCULINO,30,INGENIERÍA CIVIL Y ARQUITECTURA,INGENIERÍA CIVIL,PREGRADO,2022,1,31,36,27
120901,JUNIN,CHUPACA,CHUPACA,FEMENINO,26,MEDICINA VETERINARIA Y ZOOTECNIA,MEDICINA VETERINARIA,PREGRADO,2022,1,35,37,31
130101,LA LIBERTAD,TRUJILLO,TRUJILLO,MASCULINO,17,CIENCIAS AGRARIAS,INGENIERÍA AGROINDUSTRIAL,PREGRADO,2023,1,38,37,31
130101,LA LIBERTAD,TRUJILLO,TRUJILLO,FEMENINO,20,CIENCIAS DE LA EDUCACIÓN,LENGUA Y LITERATURA,PREGRADO,2021,1,3,36,30
150101,LIMA,LIMA,LIMA,FEMENINO,28,MEDICINA,MEDICINA HUMANA,PREGRADO,2015,1,13,15,13
150101,LIMA,LIMA,LIMA,FEMENINO,19,CIENCIAS ADMINISTRATIVAS Y TURISMO,TURISMO Y HOTELERÍA,PREGRADO,2023,1,36,37,30
150101,LIMA,LIMA,LIMA,MASCULINO,27,CIENCIAS CONTABLES Y FINANCIERAS,CIENCIAS CONTABLES Y FINANCIERAS,PREGRADO,2019,1,19,31,30
150101,LIMA,LIMA,LIMA,MASCULINO,24,CIENCIAS CONTABLES Y FINANCIERAS,CIENCIAS CONTABLES Y FINANCIERAS,PREGRADO,2019,1,13,27,15
150101,LIMA,LIMA,LIMA,FEMENINO,23,CIENCIAS DE LA EDUCACIÓN,EDUCACIÓN INICIAL,PREGRADO,2020,1,22,37,28
150101,LIMA,LIMA,LIMA,FEMENINO,20,INGENIERÍA CIVIL Y ARQUITECTURA,ARQUITECTURA,PREGRADO,2021,1,17,34,27
150101,LIMA,LIMA,LIMA,MASCULINO,19,INGENIERÍA INDUSTRIAL Y DE SISTEMAS,INGENIERÍA INDUSTRIAL,PREGRADO,2021,1,30,37,29
150103,LIMA,LIMA,ATE,FEMENINO,22,MEDICINA,ODONTOLOGÍA,PREGRADO,2021,1,33,36,30
150103,LIMA,LIMA,ATE,FEMENINO,22,INGENIERÍA INDUSTRIAL Y DE SISTEMAS,INGENIERÍA INDUSTRIAL,PREGRADO,2020,1,37,36,31
150103,LIMA,LIMA,ATE,FEMENINO,21,PSICOLOGÍA,PSICOLOGÍA,PREGRADO,2022,1,36,37,31
150106,LIMA,LIMA,CARABAYLLO,MASCULINO,20,CIENCIAS DE LA EDUCACIÓN,EDUCACIÓN FÍSICA,PREGRADO,2020,1,5,24,22
150106,LIMA,LIMA,CARABAYLLO,FEMENINO,17,CIENCIAS DE LA EDUCACIÓN,LENGUA Y LITERATURA,PREGRADO,2023,1,31,36,29
150106,LIMA,LIMA,CARABAYLLO,FEMENINO,18,MEDICINA VETERINARIA Y ZOOTECNIA,MEDICINA VETERINARIA,PREGRADO,2023,1,36,37,29
150110,LIMA,LIMA,COMAS,FEMENINO,20,CIENCIAS DE LA EDUCACIÓN,LENGUA Y LITERATURA,PREGRADO,2021,1,37,37,30
150108,LIMA,LIMA,CHORRILLOS,FEMENINO,27,OBSTETRICIA,OBSTETRICIA,PREGRADO,2013,1,15,15,13
150119,LIMA,LIMA,LURIN,FEMENINO,18,CIENCIAS AGRARIAS,INGENIERÍA AGRONÓMICA,PREGRADO,2023,1,37,37,31
150135,LIMA,LIMA,SAN MARTIN DE PORRES,MASCULINO,19,OBSTETRICIA,OBSTETRICIA,PREGRADO,2022,1,34,36,30
150135,LIMA,LIMA,SAN MARTIN DE PORRES,MASCULINO,20,CIENCIAS ADMINISTRATIVAS Y TURISMO,CIENCIAS ADMINISTRATIVAS,PREGRADO,2021,1,33,35,27
150113,LIMA,LIMA,JESUS MARIA,FEMENINO,21,MEDICINA,ODONTOLOGÍA,PREGRADO,2021,1,36,36,31
150113,LIMA,LIMA,JESUS MARIA,MASCULINO,20,PSICOLOGÍA,PSICOLOGÍA,PREGRADO,2021,1,31,35,28
150112,LIMA,LIMA,INDEPENDENCIA,FEMENINO,22,MEDICINA,ODONTOLOGÍA,PREGRADO,2018,1,30,37,27
150111,LIMA,LIMA,EL AGUSTINO,FEMENINO,20,ECONOMÍA,ECONOMÍA,PREGRADO,2022,1,32,36,30
150133,LIMA,LIMA,SAN JUAN DE MIRAFLORES,MASCULINO,22,INGENIERÍA INDUSTRIAL Y DE SISTEMAS,INGENIERÍA INDUSTRIAL,PREGRADO,2023,1,19,21,15
150132,LIMA,LIMA,SAN JUAN DE LURIGANCHO,MASCULINO,22,INGENIERÍA INDUSTRIAL Y DE SISTEMAS,INGENIERÍA INDUSTRIAL,PREGRADO,2023,1,32,37,31
150132,LIMA,LIMA,SAN JUAN DE LURIGANCHO,MASCULINO,26,INGENIERÍA INDUSTRIAL Y DE SISTEMAS,INGENIERÍA DE SISTEMAS,PREGRADO,2020,1,37,37,31
150132,LIMA,LIMA,SAN JUAN DE LURIGANCHO,FEMENINO,18,PSICOLOGÍA,PSICOLOGÍA,PREGRADO,2022,1,38,37,31
150142,LIMA,LIMA,VILLA EL SALVADOR,FEMENINO,21,CIENCIAS ADMINISTRATIVAS Y TURISMO,CIENCIAS ADMINISTRATIVAS,PREGRADO,2022,1,36,36,30
150142,LIMA,LIMA,VILLA EL SALVADOR,MASCULINO,17,CIENCIAS SOCIALES,SOCIOLOGÍA,PREGRADO,2023,1,29,37,31
150142,LIMA,LIMA,VILLA EL SALVADOR,MASCULINO,21,INGENIERÍA INDUSTRIAL Y DE SISTEMAS,INGENIERÍA DE SISTEMAS,PREGRADO,2021,1,33,37,31
150137,LIMA,LIMA,SANTA ANITA,MASCULINO,19,CIENCIAS SOCIALES,CIENCIAS DE LA COMUNICACIÓN SOCIAL,PREGRADO,2023,1,30,36,30
150806,LIMA,HUAURA,HUAURA,MASCULINO,22,CIENCIAS DE LA EDUCACIÓN,LENGUA Y LITERATURA,PREGRADO,2023,1,34,37,31
160101,LORETO,MAYNAS,IQUITOS,MASCULINO,24,CIENCIAS AGRARIAS,INGENIERÍA AGRONÓMICA,PREGRADO,2022,1,36,37,30
160506,LORETO,REQUENA,PUINAHUA,FEMENINO,19,CIENCIAS AGRARIAS,INGENIERÍA AGROINDUSTRIAL,PREGRADO,2023,1,31,36,30
190101,PASCO,PASCO,CHAUPIMARCA,FEMENINO,17,ENFERMERÍA,ENFERMERÍA,PREGRADO,2022,1,32,37,29
190101,PASCO,PASCO,CHAUPIMARCA,FEMENINO,18,ENFERMERÍA,ENFERMERÍA,PREGRADO,2023,1,31,35,28
190101,PASCO,PASCO,CHAUPIMARCA,FEMENINO,25,OBSTETRICIA,OBSTETRICIA,PREGRADO,2016,1,37,36,30
190101,PASCO,PASCO,CHAUPIMARCA,FEMENINO,19,DERECHO Y CIENCIAS POLÍTICAS,DERECHO Y CIENCIAS POLÍTICAS,PREGRADO,2023,1,35,37,31
190101,PASCO,PASCO,CHAUPIMARCA,FEMENINO,20,PSICOLOGÍA,PSICOLOGÍA,PREGRADO,2019,1,35,35,30
190101,PASCO,PASCO,CHAUPIMARCA,FEMENINO,21,PSICOLOGÍA,PSICOLOGÍA,PREGRADO,2019,1,35,36,29
190101,PASCO,PASCO,CHAUPIMARCA,MASCULINO,20,INGENIERÍA CIVIL Y ARQUITECTURA,ARQUITECTURA,PREGRADO,2022,1,30,37,31
190101,PASCO,PASCO,CHAUPIMARCA,MASCULINO,17,INGENIERÍA CIVIL Y ARQUITECTURA,ARQUITECTURA,PREGRADO,2023,1,7,13,4
190101,PASCO,PASCO,CHAUPIMARCA,MASCULINO,22,MEDICINA VETERINARIA Y ZOOTECNIA,MEDICINA VETERINARIA,PREGRADO,2021,1,37,36,31
190103,PASCO,PASCO,HUARIACA,FEMENINO,18,MEDICINA,MEDICINA HUMANA,PREGRADO,2022,1,15,16,12
190103,PASCO,PASCO,HUARIACA,FEMENINO,21,ENFERMERÍA,ENFERMERÍA,PREGRADO,2021,1,37,36,28
190103,PASCO,PASCO,HUARIACA,FEMENINO,20,ENFERMERÍA,ENFERMERÍA,PREGRADO,2021,1,32,36,29
190103,PASCO,PASCO,HUARIACA,FEMENINO,21,ENFERMERÍA,ENFERMERÍA,PREGRADO,2019,1,0,8,6
190103,PASCO,PASCO,HUARIACA,FEMENINO,21,CIENCIAS ADMINISTRATIVAS Y TURISMO,CIENCIAS ADMINISTRATIVAS,PREGRADO,2022,1,31,36,28
190103,PASCO,PASCO,HUARIACA,FEMENINO,18,DERECHO Y CIENCIAS POLÍTICAS,DERECHO Y CIENCIAS POLÍTICAS,PREGRADO,2022,1,35,37,30
190103,PASCO,PASCO,HUARIACA,FEMENINO,21,INGENIERÍA CIVIL Y ARQUITECTURA,ARQUITECTURA,PREGRADO,2019,1,34,35,26
