CODIGO_UNICO,NOMBRE_INVERSION,AVANCE_FISICO,MONTO_VIABLE,DEPARTAMENTO,PROVINCIA,BENEFICIARIO,SECTOR,COSTO_ACTUALIZADO,PIM_ANIO_ACTUAL,TIPO_INVERSION,EFICIENCIA_AVANCE,BENEFICIARIOS_POR_MILLON,INDICE_PRIORIDAD,CATEGORIA_PROYECTO,ESTADO_AVANCE
2329141,"MEJORAMIENTO DEL SERVICIO DE ENERGIA ELECTRICA MEDIANTE SISTEMA CONVENCIONAL EN EL AA.HH. LA PERLA, CIUDAD SECHURA - DISTRITO DE SECHURA - PROVINCIA DE SECHURA - DEPARTAMENTO DE PIURA",84.87,318.0,PIURA,SECHURA,649,GOBIERNOS LOCALES,456748.34,0,PROYECTO DE INVERSION,266886.79245283024,2040880.5031446544,0.6546102230572477,PEQUEÑO,AVANZADO
2548989,"CONSTRUCCION DE VEREDA EN EL(LA) IE 1138 - HUALHUAS  DISTRITO DE HUALHUAS, PROVINCIA HUANCAYO, DEPARTAMENTO JUNIN",100.0,2492.82,JUNIN,HUANCAYO,0,GOBIERNOS LOCALES,2492.82,0,INVERSIONES IOARR,40115.210885663626,0.0,0.6999999673767616,PEQUEÑO,COMPLETADO
2453294,"REPARACION DE VIAS DE ACCESO EN EL(LA) DEL PAVIMENTO FLEXIBLE EN LA INTERSECCION DE LA AVENIDA 8 DE DICIEMBRE Y PASAJE SAN PEDRO EN LA LOCALIDAD HUAYAO, DISTRITO DE HUACHAC, PROVINCIA CHUPACA, DEPARTAMENTO JUNIN",100.0,2975.49,JUNIN,CHUPACA,0,GOBIERNOS LOCALES,7600.0,4000,INVERSIONES IOARR,33607.90995768764,0.0,0.699999961057582,PEQUEÑO,COMPLETADO
2514292,"ADQUISICION DE TERRENO EN EL(LA) ADQUISICION DE TERRENO EN LA LOCALIDAD QUIO, DISTRITO DE CAYNA, PROVINCIA AMBO, DEPARTAMENTO HUANUCO",100.0,3200.0,HUANUCO,AMBO,0,GOBIERNOS LOCALES,3200.0,0,INVERSIONES IOARR,31250.0,0.0,0.6999999581182672,PEQUEÑO,COMPLETADO
2636025,"ADQUISICION DE TERRENO EN EL(LA) SECTOR DE CCAYLLA CRUZ PARA FITO TOLDO DE LA LOCALIDAD DE CORCULLA  DISTRITO DE CORCULLA, PROVINCIA PAUCAR DEL SARA SARA, DEPARTAMENTO AYACUCHO",100.0,4000.0,AYACUCHO,PAUCAR DEL SARA SARA,0,GOBIERNOS LOCALES,4000.0,0,INVERSIONES IOARR,25000.0,0.0,0.699999947644561,PEQUEÑO,COMPLETADO
2493099,"ADQUISICION DE COMPUTADORA Y IMPRESORA EN EL(LA) EESS TACTA - MARISCAL CASTILLA EN LA LOCALIDAD TACTA, DISTRITO DE MARISCAL CASTILLA, PROVINCIA CHACHAPOYAS, DEPARTAMENTO AMAZONAS",100.0,4350.0,AMAZONAS,CHACHAPOYAS,0,GOBIERNOS LOCALES,4350.0,0,INVERSIONES IOARR,22988.50574712644,0.0,0.6999999430623145,PEQUEÑO,COMPLETADO
2467821,"ADQUISICION DE TECHOS BLANDOS DESMONTABLES EN EL(LA) EESS SAURAMA - SAURAMA  DISTRITO DE SAURAMA, PROVINCIA VILCAS HUAMAN, DEPARTAMENTO AYACUCHO",100.0,4500.0,AYACUCHO,VILCAS HUAMAN,0,GOBIERNOS LOCALES,4700.0,0,INVERSIONES IOARR,22222.222222222223,0.0,0.6999999410984946,PEQUEÑO,COMPLETADO
2474914,"CONSTRUCCION DE CERCO Y/O PORTADA EN EL(LA) CEMENTERIO PACAMARCA  DISTRITO DE LEONOR ORDOÑEZ, PROVINCIA JAUJA, DEPARTAMENTO JUNIN",100.0,4502.4,JUNIN,JAUJA,0,GOBIERNOS LOCALES,4502.4,0,INVERSIONES IOARR,22210.37668798863,0.0,0.6999999410670734,PEQUEÑO,COMPLETADO
2489139,"CONSTRUCCION DE ALCANTARILLA EN EL(LA) LA INTERSECCION DEL JR.RAZURI Y LA CALLE JUAN VELASCO  DISTRITO DE SAN JUAN DE ISCOS, PROVINCIA CHUPACA, DEPARTAMENTO JUNIN",100.0,5000.2,JUNIN,CHUPACA,0,GOBIERNOS LOCALES,5000.2,0,INVERSIONES IOARR,19999.20003199872,0.0,0.6999999345498098,PEQUEÑO,COMPLETADO
2588582,"ADQUISICION DE HEMOGLOBINOMETRO EN EL(LA) OSAIGUE  DISTRITO DE SANTIAGO DE CHUCO, PROVINCIA SANTIAGO DE CHUCO, DEPARTAMENTO LA LIBERTAD",100.0,5380.0,LA LIBERTAD,SANTIAGO DE CHUCO,0,GOBIERNOS REGIONALES,3990.0,0,INVERSIONES IOARR,18587.360594795537,0.0,0.6999999295774177,PEQUEÑO,COMPLETADO
2588658,"ADQUISICION DE HEMOGLOBINOMETRO EN EL(LA) SAUCO  DISTRITO DE SALPO, PROVINCIA OTUZCO, DEPARTAMENTO LA LIBERTAD",100.0,5380.0,LA LIBERTAD,OTUZCO,0,GOBIERNOS REGIONALES,3990.0,0,INVERSIONES IOARR,18587.360594795537,0.0,0.6999999295774177,PEQUEÑO,COMPLETADO
2587785,"ADQUISICION DE HEMOGLOBINOMETRO EN EL(LA) EL CAPULI  DISTRITO DE HUAMACHUCO, PROVINCIA SANCHEZ CARRION, DEPARTAMENTO LA LIBERTAD",100.0,5380.0,LA LIBERTAD,SANCHEZ CARRION,0,GOBIERNOS REGIONALES,3990.0,0,INVERSIONES IOARR,18587.360594795537,0.0,0.6999999295774177,PEQUEÑO,COMPLETADO
2587117,"ADQUISICION DE HEMOGLOBINOMETRO EN EL(LA) COMPIN  DISTRITO DE MARMOT, PROVINCIA GRAN CHIMU, DEPARTAMENTO LA LIBERTAD",100.0,5380.0,LA LIBERTAD,GRAN CHIMU,0,GOBIERNOS REGIONALES,3990.0,0,INVERSIONES IOARR,18587.360594795537,0.0,0.6999999295774177,PEQUEÑO,COMPLETADO
2587139,"ADQUISICION DE HEMOGLOBINOMETRO EN EL(LA) LA COLPA  DISTRITO DE SAYAPULLO, PROVINCIA GRAN CHIMU, DEPARTAMENTO LA LIBERTAD",100.0,5380.0,LA LIBERTAD,GRAN CHIMU,0,GOBIERNOS REGIONALES,3990.0,0,INVERSIONES IOARR,18587.360594795537,0.0,0.6999999295774177,PEQUEÑO,COMPLETADO
2588571,"ADQUISICION DE HEMOGLOBINOMETRO EN EL(LA) CUSIPAMPA  DISTRITO DE SANTIAGO DE CHUCO, PROVINCIA SANTIAGO DE CHUCO, DEPARTAMENTO LA LIBERTAD",100.0,5380.0,LA LIBERTAD,SANTIAGO DE CHUCO,0,GOBIERNOS REGIONALES,3990.0,0,INVERSIONES IOARR,18587.360594795537,0.0,0.6999999295774177,PEQUEÑO,COMPLETADO
2587180,"ADQUISICION DE HEMOGLOBINOMETRO EN EL(LA) RECUAYCITO  DISTRITO DE LUCMA, PROVINCIA GRAN CHIMU, DEPARTAMENTO LA LIBERTAD",100.0,5380.0,LA LIBERTAD,GRAN CHIMU,0,GOBIERNOS REGIONALES,3990.0,0,INVERSIONES IOARR,18587.360594795537,0.0,0.6999999295774177,PEQUEÑO,COMPLETADO
2587188,"ADQUISICION DE HEMOGLOBINOMETRO EN EL(LA) SIMBRON  DISTRITO DE LUCMA, PROVINCIA GRAN CHIMU, DEPARTAMENTO LA LIBERTAD",100.0,5380.0,LA LIBERTAD,GRAN CHIMU,0,GOBIERNOS REGIONALES,3990.0,0,INVERSIONES IOARR,18587.360594795537,0.0,0.6999999295774177,PEQUEÑO,COMPLETADO
2586948,"ADQUISICION DE HEMOGLOBINOMETRO EN EL(LA) LLAGUEN  DISTRITO DE SINSICAP, PROVINCIA OTUZCO, DEPARTAMENTO LA LIBERTAD",100.0,5380.0,LA LIBERTAD,OTUZCO,0,GOBIERNOS REGIONALES,3990.0,0,INVERSIONES IOARR,18587.360594795537,0.0,0.6999999295774177,PEQUEÑO,COMPLETADO
2587406,"ADQUISICION DE HEMOGLOBINOMETRO EN EL(LA) HUAGAL EN LA LOCALIDAD HUAGALL, DISTRITO DE CALAMARCA, PROVINCIA JULCAN, DEPARTAMENTO LA LIBERTAD",100.0,5380.0,LA LIBERTAD,JULCAN,0,GOBIERNOS REGIONALES,3990.0,0,INVERSIONES IOARR,18587.360594795537,0.0,0.6999999295774177,PEQUEÑO,COMPLETADO
2587169,"ADQUISICION DE HEMOGLOBINOMETRO EN EL(LA) CHUQUILLANQUI  DISTRITO DE LUCMA, PROVINCIA GRAN CHIMU, DEPARTAMENTO LA LIBERTAD",100.0,5380.0,LA LIBERTAD,GRAN CHIMU,0,GOBIERNOS REGIONALES,3990.0,0,INVERSIONES IOARR,18587.360594795537,0.0,0.6999999295774177,PEQUEÑO,COMPLETADO
2587146,"ADQUISICION DE HEMOGLOBINOMETRO EN EL(LA) PUNTA MORENO  DISTRITO DE CASCAS, PROVINCIA GRAN CHIMU, DEPARTAMENTO LA LIBERTAD",100.0,5380.0,LA LIBERTAD,GRAN CHIMU,0,GOBIERNOS REGIONALES,3990.0,0,INVERSIONES IOARR,18587.360594795537,0.0,0.6999999295774177,PEQUEÑO,COMPLETADO
2587822,"ADQUISICION DE HEMOGLOBINOMETRO EN EL(LA) HUALASGOSDAY  DISTRITO DE SANAGORAN, PROVINCIA SANCHEZ CARRION, DEPARTAMENTO LA LIBERTAD",100.0,5380.0,LA LIBERTAD,SANCHEZ CARRION,0,GOBIERNOS REGIONALES,3990.0,0,INVERSIONES IOARR,18587.360594795537,0.0,0.6999999295774177,PEQUEÑO,COMPLETADO
2587187,"ADQUISICION DE HEMOGLOBINOMETRO EN EL(LA) HUAYO  DISTRITO DE LUCMA, PROVINCIA GRAN CHIMU, DEPARTAMENTO LA LIBERTAD",100.0,5380.0,LA LIBERTAD,GRAN CHIMU,0,GOBIERNOS REGIONALES,3990.0,0,INVERSIONES IOARR,18587.360594795537,0.0,0.6999999295774177,PEQUEÑO,COMPLETADO
2587175,"ADQUISICION DE HEMOGLOBINOMETRO EN EL(LA) HUANCAY  DISTRITO DE MARMOT, PROVINCIA GRAN CHIMU, DEPARTAMENTO LA LIBERTAD",100.0,5380.0,LA LIBERTAD,GRAN CHIMU,0,GOBIERNOS REGIONALES,3990.0,0,INVERSIONES IOARR,18587.360594795537,0.0,0.6999999295774177,PEQUEÑO,COMPLETADO
2588579,"ADQUISICION DE HEMOGLOBINOMETRO EN EL(LA) OYON  DISTRITO DE SANTIAGO DE CHUCO, PROVINCIA SANTIAGO DE CHUCO, DEPARTAMENTO LA LIBERTAD",100.0,5380.0,LA LIBERTAD,SANTIAGO DE CHUCO,0,GOBIERNOS REGIONALES,3990.0,0,INVERSIONES IOARR,18587.360594795537,0.0,0.6999999295774177,PEQUEÑO,COMPLETADO
2587791,"ADQUISICION DE HEMOGLOBINOMETRO EN EL(LA) NUEVO HUAYCHO  DISTRITO DE CHUGAY, PROVINCIA SANCHEZ CARRION, DEPARTAMENTO LA LIBERTAD",100.0,5380.0,LA LIBERTAD,SANCHEZ CARRION,0,GOBIERNOS REGIONALES,3990.0,0,INVERSIONES IOARR,18587.360594795537,0.0,0.6999999295774177,PEQUEÑO,COMPLETADO
2587182,"ADQUISICION DE HEMOGLOBINOMETRO EN EL(LA) CORMOT  DISTRITO DE MARMOT, PROVINCIA GRAN CHIMU, DEPARTAMENTO LA LIBERTAD",100.0,5380.0,LA LIBERTAD,GRAN CHIMU,0,GOBIERNOS REGIONALES,3990.0,0,INVERSIONES IOARR,18587.360594795537,0.0,0.6999999295774177,PEQUEÑO,COMPLETADO
2587152,"ADQUISICION DE HEMOGLOBINOMETRO EN EL(LA) SAN FELIPE  DISTRITO DE CASCAS, PROVINCIA GRAN CHIMU, DEPARTAMENTO LA LIBERTAD",100.0,5380.0,LA LIBERTAD,GRAN CHIMU,0,GOBIERNOS REGIONALES,3990.0,0,INVERSIONES IOARR,18587.360594795537,0.0,0.6999999295774177,PEQUEÑO,COMPLETADO
2587434,"ADQUISICION DE HEMOGLOBINOMETRO EN EL(LA) BARRO NEGRO EN LA LOCALIDAD BARRO NEGRO, DISTRITO DE CALAMARCA, PROVINCIA JULCAN, DEPARTAMENTO LA LIBERTAD",100.0,5380.0,LA LIBERTAD,JULCAN,0,GOBIERNOS REGIONALES,3990.0,0,INVERSIONES IOARR,18587.360594795537,0.0,0.6999999295774177,PEQUEÑO,COMPLETADO
2587119,"ADQUISICION DE HEMOGLOBINOMETRO EN EL(LA) LA BANDA  DISTRITO DE LUCMA, PROVINCIA GRAN CHIMU, DEPARTAMENTO LA LIBERTAD",100.0,5380.0,LA LIBERTAD,GRAN CHIMU,0,GOBIERNOS REGIONALES,3990.0,0,INVERSIONES IOARR,18587.360594795537,0.0,0.6999999295774177,PEQUEÑO,COMPLETADO
2611723,"CONSTRUCCION DE DISPOSITIVO DE SEGURIDAD EN EL(LA) I.E. 620  DISTRITO DE HUALHUAS, PROVINCIA HUANCAYO, DEPARTAMENTO JUNIN",100.0,5584.96,JUNIN,HUANCAYO,0,GOBIERNOS LOCALES,5971.64,0,INVERSIONES IOARR,17905.231192345156,0.0,0.6999999268940542,PEQUEÑO,COMPLETADO
2561113,"ADQUISICION DE BIODIGESTOR EN EL(LA) PARA EL PUESTO DE SALUD EN LA LOCALIDAD CARAMPA, DISTRITO DE PAZOS, PROVINCIA TAYACAJA, DEPARTAMENTO HUANCAVELICA",100.0,5763.0,HUANCAVELICA,TAYACAJA,0,GOBIERNOS LOCALES,5763.0,0,INVERSIONES IOARR,17352.07357279195,0.0,0.6999999245631309,PEQUEÑO,COMPLETADO
2477143,"REPARACION DE CALLE DE SERVICIO PARA LA PLATAFORMA EN EL(LA) MUNICIPALIDAD DISTRITAL DE ATAURA EN EL ÁREA DE DEFENSA CIVIL, PARA LA DEMOLICIÓN Y ELIMINACIÓN DE DESMONTES EN EL DISTRITO DE ATAURA, PROVINCIA JAUJA, DEPARTAMENTO JUNIN",100.0,5836.95,JUNIN,JAUJA,0,GOBIERNOS LOCALES,5836.95,0,INVERSIONES IOARR,17132.235157059768,0.0,0.6999999235949677,PEQUEÑO,COMPLETADO
2505331,"ADQUISICION DE TERRENO EN EL(LA) SECTOR YURAQ APACHETA PARA LA CONSTRUCCIÓN DE INFRAESTRUCTURA PARA CAPTACIÓN DE AGUA Y RESERVORIO EN LA LOCALIDAD LEQUEPATA, DISTRITO DE VILAVILA, PROVINCIA LAMPA, DEPARTAMENTO PUNO",100.0,6000.0,PUNO,LAMPA,0,GOBIERNOS LOCALES,6000.0,0,INVERSIONES IOARR,16666.666666666668,0.0,0.6999999214602954,PEQUEÑO,COMPLETADO
2518549,"CONSTRUCCION DE LETRINA SANITARIA EN EL(LA) ANEXO HUARMICOCHA  DISTRITO DE CACRA, PROVINCIA YAUYOS, DEPARTAMENTO LIMA",100.0,6240.5,LIMA,YAUYOS,0,GOBIERNOS LOCALES,4848.68,0,INVERSIONES IOARR,16024.357022674463,0.0,0.6999999183116374,PEQUEÑO,COMPLETADO
2529983,MEJORAMIENTO DE VEREDA PEATONAL EN EL CASERIO CHINGANA DEL DISTRITO DE SAQUENA - PROVINCIA DE REQUENA - DEPARTAMENTO DE LORETO,100.0,6478.58,LORETO,REQUENA,207,GOBIERNOS LOCALES,6478.58,0,PROYECTO DE INVERSION,15435.481231998368,31951.446150236625,0.6999999876629874,PEQUEÑO,COMPLETADO
2447605,"ADQUISICION DE ILUMINACIÓN PAISAJÍSTICA EN EL(LA) PARQUE DEL HERMANAMIENTO EN LA LOCALIDAD TALAVERA, DISTRITO DE TALAVERA, PROVINCIA ANDAHUAYLAS, DEPARTAMENTO APURIMAC",98.0,5500.0,APURIMAC,ANDAHUAYLAS,0,GOBIERNOS LOCALES,7500.0,0,INVERSIONES IOARR,17818.18181818182,0.0,0.6939999280063618,PEQUEÑO,AVANZADO
2569611,"CONSTRUCCION DE CONEXIONES DOMICILIARIAS DE AGUA POTABLE Y UNIDADES BÁSICAS DE SANEAMIENTO (UBS) EN EL(LA) PLANTA DE RESIDUOS SOLIDOS  DISTRITO DE SANTA ROSA DE OCOPA, PROVINCIA CONCEPCION, DEPARTAMENTO JUNIN",100.0,6938.4,JUNIN,CONCEPCION,0,GOBIERNOS LOCALES,6938.4,0,INVERSIONES IOARR,14412.544678888504,0.0,0.6999999091746381,PEQUEÑO,COMPLETADO
2510174,"ADQUISICION DE TERRENO EN EL(LA) PARAJE PALTARUMI EN LA LOCALIDAD TOCAS, DISTRITO DE COLCABAMBA, PROVINCIA TAYACAJA, DEPARTAMENTO HUANCAVELICA",100.0,7000.0,HUANCAVELICA,TAYACAJA,0,GOBIERNOS LOCALES,7000.0,0,INVERSIONES IOARR,14285.714285714286,0.0,0.6999999083681626,PEQUEÑO,COMPLETADO
2471637,"REPARACION DE TUBERÍA Y BUZON EN EL(LA) TUBERÍA Y BUZONES DEL LOS JIRONES PROGRESO Y ESPERANZA  DISTRITO DE HUACRAPUQUIO, PROVINCIA HUANCAYO, DEPARTAMENTO JUNIN",100.0,7447.13,JUNIN,HUANCAYO,0,GOBIERNOS LOCALES,7200.0,0,INVERSIONES IOARR,13427.991722985902,0.0,0.6999999025142774,PEQUEÑO,COMPLETADO
2599074,"REPARACION DE LUMINARIA EN EL(LA) PLAZA PRINCIPAL EN LA LOCALIDAD MARCO, DISTRITO DE MARCO, PROVINCIA JAUJA, DEPARTAMENTO JUNIN",99.99,7500.0,JUNIN,JAUJA,0,GOBIERNOS LOCALES,8500.0,0,INVERSIONES IOARR,13332.0,0.0,0.6999699018220962,PEQUEÑO,AVANZADO
2511101,"REPARACION DE DEFENSA RIBEREÑA EN EL(LA) DEL PUNTO CRÍTICO POR EMERGENCIA EN SECTOR HULAJUCHA, LIMPIEZA DEL RIACHUELO CHAUPIMAYO DEL  DISTRITO DE TUNAN MARCA, PROVINCIA JAUJA, DEPARTAMENTO JUNIN",100.0,7635.96,JUNIN,JAUJA,0,GOBIERNOS LOCALES,7635.96,0,INVERSIONES IOARR,13095.93030869727,0.0,0.6999999000420898,PEQUEÑO,COMPLETADO
2556329,"CONSTRUCCION DE COLECTOR SECUNDARIO EN EL(LA) SISTEMA DE ALCANTARILLADO EN EL PSJE. LIBERTAD SECTOR SANTA ANA BARRIO ALATA  DISTRITO DE HUANCAN, PROVINCIA HUANCAYO, DEPARTAMENTO JUNIN",100.0,7669.84,JUNIN,HUANCAYO,0,GOBIERNOS LOCALES,7669.84,0,INVERSIONES IOARR,13038.081628821465,0.0,0.6999998995985284,PEQUEÑO,COMPLETADO
2614373,"REPARACION DE CERCO PERIMETRICO EN EL(LA) ESTADIO MUNICIPAL DE SORAS EN EL CENTRO POBLADO SORAS, DISTRITO DE SORAS, PROVINCIA SUCRE, DEPARTAMENTO AYACUCHO",99.64,7590.52,AYACUCHO,SUCRE,0,GOBIERNOS LOCALES,7590.52,0,INVERSIONES IOARR,13126.900396810755,0.0,0.6989199006369964,PEQUEÑO,AVANZADO
2588708,"ADQUISICION DE BALANZA DE PIE CON TALLIMETRO Y HEMOGLOBINOMETRO EN EL(LA) CURGOS-WALTER JUNIOR VELARDE ARTEAGA  DISTRITO DE CURGOS, PROVINCIA SANCHEZ CARRION, DEPARTAMENTO LA LIBERTAD",100.0,7880.0,LA LIBERTAD,SANCHEZ CARRION,0,GOBIERNOS REGIONALES,7990.0,0,INVERSIONES IOARR,12690.35532994924,0.0,0.6999998968470857,PEQUEÑO,COMPLETADO
2587415,"ADQUISICION DE HEMOGLOBINOMETRO Y BALANZA DE PIE CON TALLIMETRO EN EL(LA) SAN AGUSTIN  DISTRITO DE JULCAN, PROVINCIA JULCAN, DEPARTAMENTO LA LIBERTAD",100.0,7880.0,LA LIBERTAD,JULCAN,0,GOBIERNOS REGIONALES,7990.0,0,INVERSIONES IOARR,12690.35532994924,0.0,0.6999998968470857,PEQUEÑO,COMPLETADO
2587394,"ADQUISICION DE HEMOGLOBINOMETRO Y BALANZA DE PIE CON TALLIMETRO EN EL(LA) CHINCHINVARA  DISTRITO DE HUASO, PROVINCIA JULCAN, DEPARTAMENTO LA LIBERTAD",100.0,7880.0,LA LIBERTAD,JULCAN,0,GOBIERNOS REGIONALES,7990.0,0,INVERSIONES IOARR,12690.35532994924,0.0,0.6999998968470857,PEQUEÑO,COMPLETADO
2520337,"ADQUISICION DE TERRENO EN EL(LA) SISTEMA DE AGUA POTABLE E INSTALACIONES DE DESAGUE (CAPTACION, RESERVORIO, MONORELLENO Y P.T.A.R) EN LA LOCALIDAD DE ACOCRA EN LA LOCALIDAD ACOCRA, DISTRITO DE PAZOS, PROVINCIA TAYACAJA, DEPARTAMENTO HUANCAVELICA",100.0,8000.0,HUANCAVELICA,TAYACAJA,0,GOBIERNOS LOCALES,6000.0,0,INVERSIONES IOARR,12500.0,0.0,0.6999998952760298,PEQUEÑO,COMPLETADO
2645836,"ADQUISICION DE EQUIPAMIENTO DE AULA Y MOBILIARIO DE AULA DE EDUCACION INICIAL EN DOS II.EE. INICIAL  DISTRITO DE SANTA ROSA DE OCOPA, PROVINCIA CONCEPCION, DEPARTAMENTO JUNIN",100.0,8700.0,JUNIN,CONCEPCION,0,GOBIERNOS LOCALES,8700.0,0,INVERSIONES IOARR,11494.25287356322,0.0,0.6999998861115369,PEQUEÑO,COMPLETADO
2645840,"ADQUISICION DE EQUIPAMIENTO DE AMBIENTES DE GESTION ADMINISTRATIVA Y PEDAGOGICA EN DOS II.EE. PRIMARIA  DISTRITO DE SANTA ROSA DE OCOPA, PROVINCIA CONCEPCION, DEPARTAMENTO JUNIN",100.0,8700.0,JUNIN,CONCEPCION,0,GOBIERNOS LOCALES,8700.0,0,INVERSIONES IOARR,11494.25287356322,0.0,0.6999998861115369,PEQUEÑO,COMPLETADO
2645839,"ADQUISICION DE EQUIPAMIENTO DE AMBIENTES DE GESTION ADMINISTRATIVA Y ACADEMICA EN DOS II.EE. SECUNDARIA  DISTRITO DE SANTA ROSA DE OCOPA, PROVINCIA CONCEPCION, DEPARTAMENTO JUNIN",100.0,8700.0,JUNIN,CONCEPCION,0,GOBIERNOS LOCALES,8700.0,0,INVERSIONES IOARR,11494.25287356322,0.0,0.6999998861115369,PEQUEÑO,COMPLETADO
2556774,"ADQUISICION DE EQUIPAMIENTO DE AULA EN EL(LA) IE 1642 - HUANCHAY EN LA LOCALIDAD RAYPA, DISTRITO DE HUANCHAY, PROVINCIA HUARAZ, DEPARTAMENTO ANCASH",100.0,8709.48,ANCASH,HUARAZ,0,GOBIERNOS LOCALES,8709.48,0,INVERSIONES IOARR,11481.741734294124,0.0,0.6999998859874235,PEQUEÑO,COMPLETADO
2462353,"ADQUISICION DE BANCOS, SILLAS PARA VISITANTES, SILLAS DE BRAZOS Y SILLAS DE BRAZOS EN EL(LA) MODULO PENAL ILO EN LA LOCALIDAD ILO, DISTRITO DE ILO, PROVINCIA ILO, DEPARTAMENTO MOQUEGUA",100.0,8840.0,MOQUEGUA,ILO,0,PODER JUDICIAL,6086.0,0,INVERSIONES IOARR,11312.217194570136,0.0,0.6999998842786384,PEQUEÑO,COMPLETADO
2648112,"ADQUISICION DE TERRENO EN EL(LA) LOCALIDAD DE HUAYLAS, PARA LA CONSTRUCCION DEL LOCAL DE LA JUNTA ADMINISTRADORA DE SERVICIOS DE SANEAMIENTO (JASS) DEL CASERIO HUAYLAS, DISTRITO DE SONDORILLO, PROVINCIA HUANCABAMBA, DEPARTAMENTO PIURA",100.0,9000.0,PIURA,HUANCABAMBA,0,GOBIERNOS LOCALES,9000.0,0,INVERSIONES IOARR,11111.111111111111,0.0,0.6999998821838971,PEQUEÑO,COMPLETADO
2440364,"ADQUISICIÓN DE ESTERILIZADORES DE AIRE SECO O DE AIRE CALIENTE EN EL(LA) EESS EL PORVENIR - LA VICTORIA EN LA LOCALIDAD LIMA, DISTRITO DE LIMA, PROVINCIA LIMA, DEPARTAMENTO LIMA",100.0,9000.0,LIMA,LIMA,0,SALUD,8350.0,0,INVERSIONES IOARR,11111.111111111111,0.0,0.6999998821838971,PEQUEÑO,COMPLETADO
2490291,"ADQUISICION DE LUMINARIA EN EL(LA) IE 425 - SANTA ROSA DE OCOPA  DISTRITO DE SANTA ROSA DE OCOPA, PROVINCIA CONCEPCION, DEPARTAMENTO JUNIN",93.0,5000.0,JUNIN,CONCEPCION,0,GOBIERNOS LOCALES,5912.42,0,INVERSIONES IOARR,18600.0,0.0,0.6789999345524282,PEQUEÑO,AVANZADO
2508029,"ADQUISICION DE MOTOCICLETA EN EL(LA) ÁREA TÉCNICA MUNICIPAL PARA LA GESTIÓN DE LOS SERVICIOS DE AGUA Y SANEAMIENTO DEL  DISTRITO DE HUANTAN, PROVINCIA YAUYOS, DEPARTAMENTO LIMA",100.0,9500.0,LIMA,YAUYOS,0,GOBIERNOS LOCALES,9500.0,0,INVERSIONES IOARR,10526.315789473683,0.0,0.6999998756378307,PEQUEÑO,COMPLETADO
2558059,"ADQUISICION DE TERRENO EN EL(LA) PARA LA APERTURA DE CALLE ENTRE LA AV. EL SOL Y EL JR. LETICIA, EN LA LOCALIDAD DE ATAURA  DISTRITO DE ATAURA, PROVINCIA JAUJA, DEPARTAMENTO JUNIN",100.0,9800.0,JUNIN,JAUJA,0,GOBIERNOS LOCALES,12000.0,0,INVERSIONES IOARR,10204.081632653062,0.0,0.6999998717101907,PEQUEÑO,COMPLETADO
2543686,"CONSTRUCCION DE GRADERIAS EN EL(LA) IE 82427 - SUCRE  DISTRITO DE SUCRE, PROVINCIA CELENDIN, DEPARTAMENTO CAJAMARCA",100.0,9911.5,CAJAMARCA,CELENDIN,0,GOBIERNOS LOCALES,9911.5,0,INVERSIONES IOARR,10089.290218433132,0.0,0.699999870250418,PEQUEÑO,COMPLETADO
2070652,"CONSTRUCCION DE SISTEMAS DE PROTECCIÓN DE ÁREAS FORESTADAS EN MARGENES DEL CAMINO DE PEREGRINAJE  A CAPILLAS DEL SEÑOR DE OROPESA, CRUZ PATA Y SOLTERA DE LA CIUDAD DE HUANCAVELICA., PROVINCIA DE HUANCAVELICA - HUANCAVELICA",100.0,9923.0,HUANCAVELICA,HUANCAVELICA,70,GOBIERNOS LOCALES,12249.0,0,PIP MAYOR (SNIP),10077.59750075582,7054.318250529074,0.6999998946060553,PEQUEÑO,COMPLETADO
2457025,"CONSTRUCCION DE TANQUES DE ALMACENAMIENTO DE AGUA EN EL(LA) IE JANANSAYA - QUILCAPUNCU EN LA LOCALIDAD JANANSAYA, DISTRITO DE QUILCAPUNCU, PROVINCIA SAN ANTONIO DE PUTINA, DEPARTAMENTO PUNO",100.0,9958.91,PUNO,SAN ANTONIO DE PUTINA,0,GOBIERNOS LOCALES,8198.04,0,INVERSIONES IOARR,10041.259535431089,0.0,0.69999986962972,PEQUEÑO,COMPLETADO
2481833,"ADQUISICION DE ASPIRADORA DE SECRECIONES, NEBULIZADOR Y PULSIOXIMETRO EN EL(LA) EESS LURIN - LURIN  DISTRITO DE LURIN, PROVINCIA LIMA, DEPARTAMENTO LIMA",100.0,10000.0,LIMA,LIMA,0,SALUD,11483.0,0,INVERSIONES IOARR,10000.0,0.0,0.6999998690917643,PEQUEÑO,COMPLETADO
2510184,"ADQUISICION DE TERRENO EN EL(LA) PARAJE ATOCC HUACHANAN EN LA LOCALIDAD TOCAS, DISTRITO DE COLCABAMBA, PROVINCIA TAYACAJA, DEPARTAMENTO HUANCAVELICA",100.0,10000.0,HUANCAVELICA,TAYACAJA,0,GOBIERNOS LOCALES,10000.0,0,INVERSIONES IOARR,10000.0,0.0,0.6999998690917643,PEQUEÑO,COMPLETADO
